@2018-10-14 Sunday 02:11:28 [logger.py -- write]68 : INFO - epoch: 1, lr: 0.000100, eval_train: 0.306210, eval_validate: 0.465476, train_avg_loss: 2.644188, validate_avg_loss: 1.954410, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 03:09:49 [logger.py -- write]68 : INFO - epoch: 12, lr: 0.000100, eval_train: 0.734384, eval_validate: 0.769169, train_avg_loss: 0.717924, validate_avg_loss: 0.602418, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 03:15:12 [logger.py -- write]68 : INFO - epoch: 13, lr: 0.000100, eval_train: 0.741929, eval_validate: 0.753312, train_avg_loss: 0.693374, validate_avg_loss: 0.616494, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 03:20:31 [logger.py -- write]68 : INFO - epoch: 14, lr: 0.000100, eval_train: 0.749565, eval_validate: 0.743075, train_avg_loss: 0.666755, validate_avg_loss: 0.620863, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 03:25:55 [logger.py -- write]68 : INFO - epoch: 15, lr: 0.000100, eval_train: 0.753810, eval_validate: 0.778001, train_avg_loss: 0.644828, validate_avg_loss: 0.550580, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 03:31:17 [logger.py -- write]68 : INFO - epoch: 16, lr: 0.000100, eval_train: 0.762791, eval_validate: 0.774388, train_avg_loss: 0.625378, validate_avg_loss: 0.599139, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 03:36:34 [logger.py -- write]68 : INFO - epoch: 17, lr: 0.000100, eval_train: 0.768930, eval_validate: 0.774589, train_avg_loss: 0.600910, validate_avg_loss: 0.553870, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 03:41:51 [logger.py -- write]68 : INFO - epoch: 18, lr: 0.000100, eval_train: 0.767892, eval_validate: 0.788840, train_avg_loss: 0.593364, validate_avg_loss: 0.526226, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 03:47:11 [logger.py -- write]68 : INFO - epoch: 19, lr: 0.000100, eval_train: 0.775283, eval_validate: 0.766158, train_avg_loss: 0.577683, validate_avg_loss: 0.531576, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 03:52:26 [logger.py -- write]68 : INFO - epoch: 20, lr: 0.000100, eval_train: 0.778063, eval_validate: 0.787234, train_avg_loss: 0.568847, validate_avg_loss: 0.516476, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 03:57:45 [logger.py -- write]68 : INFO - epoch: 21, lr: 0.000100, eval_train: 0.784997, eval_validate: 0.757929, train_avg_loss: 0.549110, validate_avg_loss: 0.606366, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 04:03:04 [logger.py -- write]68 : INFO - epoch: 22, lr: 0.000100, eval_train: 0.785760, eval_validate: 0.788238, train_avg_loss: 0.545581, validate_avg_loss: 0.509165, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 04:08:28 [logger.py -- write]68 : INFO - epoch: 23, lr: 0.000100, eval_train: 0.788815, eval_validate: 0.779004, train_avg_loss: 0.533254, validate_avg_loss: 0.531007, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 04:13:51 [logger.py -- write]68 : INFO - epoch: 24, lr: 0.000100, eval_train: 0.795137, eval_validate: 0.787435, train_avg_loss: 0.524337, validate_avg_loss: 0.515282, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 04:19:15 [logger.py -- write]68 : INFO - epoch: 25, lr: 0.000100, eval_train: 0.799475, eval_validate: 0.792252, train_avg_loss: 0.508925, validate_avg_loss: 0.516709, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 04:24:41 [logger.py -- write]68 : INFO - epoch: 26, lr: 0.000100, eval_train: 0.797673, eval_validate: 0.788037, train_avg_loss: 0.503128, validate_avg_loss: 0.512385, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 04:30:00 [logger.py -- write]68 : INFO - epoch: 27, lr: 0.000100, eval_train: 0.801704, eval_validate: 0.793055, train_avg_loss: 0.491889, validate_avg_loss: 0.500832, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 04:35:21 [logger.py -- write]68 : INFO - epoch: 28, lr: 0.000100, eval_train: 0.803934, eval_validate: 0.790646, train_avg_loss: 0.489013, validate_avg_loss: 0.510841, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 04:40:41 [logger.py -- write]68 : INFO - epoch: 29, lr: 0.000100, eval_train: 0.810318, eval_validate: 0.799880, train_avg_loss: 0.475906, validate_avg_loss: 0.505919, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 04:46:03 [logger.py -- write]68 : INFO - epoch: 30, lr: 0.000100, eval_train: 0.810898, eval_validate: 0.781212, train_avg_loss: 0.468981, validate_avg_loss: 0.551144, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 04:51:21 [logger.py -- write]68 : INFO - epoch: 31, lr: 0.000100, eval_train: 0.812701, eval_validate: 0.802087, train_avg_loss: 0.465711, validate_avg_loss: 0.482635, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 04:56:42 [logger.py -- write]68 : INFO - epoch: 32, lr: 0.000100, eval_train: 0.814319, eval_validate: 0.799679, train_avg_loss: 0.458595, validate_avg_loss: 0.493569, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 05:02:55 [logger.py -- write]68 : INFO - epoch: 33, lr: 0.000100, eval_train: 0.817313, eval_validate: 0.803894, train_avg_loss: 0.453801, validate_avg_loss: 0.513763, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 05:08:10 [logger.py -- write]68 : INFO - epoch: 34, lr: 0.000100, eval_train: 0.819115, eval_validate: 0.793256, train_avg_loss: 0.445441, validate_avg_loss: 0.512671, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 05:13:25 [logger.py -- write]68 : INFO - epoch: 35, lr: 0.000100, eval_train: 0.822353, eval_validate: 0.797069, train_avg_loss: 0.432079, validate_avg_loss: 0.477157, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 05:18:44 [logger.py -- write]68 : INFO - epoch: 36, lr: 0.000100, eval_train: 0.824338, eval_validate: 0.807507, train_avg_loss: 0.431561, validate_avg_loss: 0.485447, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 05:29:10 [logger.py -- write]68 : INFO - epoch: 37, lr: 0.000100, eval_train: 0.825804, eval_validate: 0.802890, train_avg_loss: 0.432807, validate_avg_loss: 0.485936, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 05:41:25 [logger.py -- write]68 : INFO - epoch: 38, lr: 0.000100, eval_train: 0.826018, eval_validate: 0.801285, train_avg_loss: 0.424799, validate_avg_loss: 0.479834, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 05:48:35 [logger.py -- write]68 : INFO - epoch: 39, lr: 0.000100, eval_train: 0.826201, eval_validate: 0.795865, train_avg_loss: 0.421026, validate_avg_loss: 0.496348, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 05:56:03 [logger.py -- write]68 : INFO - epoch: 40, lr: 0.000100, eval_train: 0.831058, eval_validate: 0.795464, train_avg_loss: 0.411119, validate_avg_loss: 0.489347, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 06:11:02 [logger.py -- write]68 : INFO - epoch: 41, lr: 0.000100, eval_train: 0.832585, eval_validate: 0.804496, train_avg_loss: 0.409287, validate_avg_loss: 0.470201, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 06:22:31 [logger.py -- write]68 : INFO - epoch: 42, lr: 0.000100, eval_train: 0.835090, eval_validate: 0.794661, train_avg_loss: 0.404719, validate_avg_loss: 0.506719, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 06:43:31 [logger.py -- write]68 : INFO - epoch: 43, lr: 0.000100, eval_train: 0.837869, eval_validate: 0.801887, train_avg_loss: 0.394734, validate_avg_loss: 0.493391, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 06:51:17 [logger.py -- write]68 : INFO - epoch: 44, lr: 0.000100, eval_train: 0.835914, eval_validate: 0.797270, train_avg_loss: 0.390852, validate_avg_loss: 0.496391, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 06:56:26 [logger.py -- write]68 : INFO - epoch: 45, lr: 0.000100, eval_train: 0.839274, eval_validate: 0.811321, train_avg_loss: 0.388637, validate_avg_loss: 0.474072, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 07:01:42 [logger.py -- write]68 : INFO - epoch: 46, lr: 0.000100, eval_train: 0.842268, eval_validate: 0.799277, train_avg_loss: 0.384043, validate_avg_loss: 0.475651, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 07:06:52 [logger.py -- write]68 : INFO - epoch: 47, lr: 0.000100, eval_train: 0.843459, eval_validate: 0.798073, train_avg_loss: 0.383143, validate_avg_loss: 0.470847, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 07:11:49 [logger.py -- write]68 : INFO - epoch: 48, lr: 0.000100, eval_train: 0.841748, eval_validate: 0.792453, train_avg_loss: 0.381651, validate_avg_loss: 0.479821, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 07:16:49 [logger.py -- write]68 : INFO - epoch: 49, lr: 0.000100, eval_train: 0.848560, eval_validate: 0.805901, train_avg_loss: 0.365680, validate_avg_loss: 0.482506, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 07:21:50 [logger.py -- write]68 : INFO - epoch: 50, lr: 0.000100, eval_train: 0.846941, eval_validate: 0.808109, train_avg_loss: 0.373789, validate_avg_loss: 0.484995, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 07:26:47 [logger.py -- write]68 : INFO - epoch: 51, lr: 0.000100, eval_train: 0.848590, eval_validate: 0.802087, train_avg_loss: 0.363965, validate_avg_loss: 0.494037, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 07:31:45 [logger.py -- write]68 : INFO - epoch: 52, lr: 0.000100, eval_train: 0.848621, eval_validate: 0.803091, train_avg_loss: 0.360510, validate_avg_loss: 0.487430, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 07:36:48 [logger.py -- write]68 : INFO - epoch: 53, lr: 0.000100, eval_train: 0.852286, eval_validate: 0.801084, train_avg_loss: 0.355282, validate_avg_loss: 0.482323, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 07:41:47 [logger.py -- write]68 : INFO - epoch: 54, lr: 0.000100, eval_train: 0.852897, eval_validate: 0.794259, train_avg_loss: 0.354037, validate_avg_loss: 0.485474, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 07:46:51 [logger.py -- write]68 : INFO - epoch: 55, lr: 0.000100, eval_train: 0.852867, eval_validate: 0.797069, train_avg_loss: 0.351825, validate_avg_loss: 0.495732, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 07:51:49 [logger.py -- write]68 : INFO - epoch: 56, lr: 0.000100, eval_train: 0.855738, eval_validate: 0.804095, train_avg_loss: 0.348069, validate_avg_loss: 0.490537, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 07:56:50 [logger.py -- write]68 : INFO - epoch: 57, lr: 0.000100, eval_train: 0.859250, eval_validate: 0.802489, train_avg_loss: 0.340554, validate_avg_loss: 0.486498, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 08:01:48 [logger.py -- write]68 : INFO - epoch: 58, lr: 0.000100, eval_train: 0.860808, eval_validate: 0.797872, train_avg_loss: 0.336443, validate_avg_loss: 0.528423, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 08:06:44 [logger.py -- write]68 : INFO - epoch: 59, lr: 0.000100, eval_train: 0.860808, eval_validate: 0.800080, train_avg_loss: 0.334415, validate_avg_loss: 0.524663, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 08:11:45 [logger.py -- write]68 : INFO - epoch: 60, lr: 0.000100, eval_train: 0.861541, eval_validate: 0.796869, train_avg_loss: 0.333240, validate_avg_loss: 0.482506, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 08:16:43 [logger.py -- write]68 : INFO - epoch: 61, lr: 0.000100, eval_train: 0.861847, eval_validate: 0.808912, train_avg_loss: 0.329149, validate_avg_loss: 0.485520, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 08:21:46 [logger.py -- write]68 : INFO - epoch: 62, lr: 0.000100, eval_train: 0.862824, eval_validate: 0.805299, train_avg_loss: 0.329027, validate_avg_loss: 0.520650, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 08:26:47 [logger.py -- write]68 : INFO - epoch: 63, lr: 0.000100, eval_train: 0.867100, eval_validate: 0.801485, train_avg_loss: 0.321528, validate_avg_loss: 0.510552, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 08:31:47 [logger.py -- write]68 : INFO - epoch: 64, lr: 0.000100, eval_train: 0.868750, eval_validate: 0.800682, train_avg_loss: 0.317405, validate_avg_loss: 0.539402, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 08:36:42 [logger.py -- write]68 : INFO - epoch: 65, lr: 0.000100, eval_train: 0.868872, eval_validate: 0.793456, train_avg_loss: 0.316221, validate_avg_loss: 0.545467, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 08:41:37 [logger.py -- write]68 : INFO - epoch: 66, lr: 0.000100, eval_train: 0.870430, eval_validate: 0.796869, train_avg_loss: 0.309804, validate_avg_loss: 0.521843, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 08:46:35 [logger.py -- write]68 : INFO - epoch: 67, lr: 0.000100, eval_train: 0.871835, eval_validate: 0.811321, train_avg_loss: 0.306687, validate_avg_loss: 0.515824, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 08:51:28 [logger.py -- write]68 : INFO - epoch: 68, lr: 0.000100, eval_train: 0.873301, eval_validate: 0.802489, train_avg_loss: 0.305302, validate_avg_loss: 0.515954, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 08:56:21 [logger.py -- write]68 : INFO - epoch: 69, lr: 0.000100, eval_train: 0.876172, eval_validate: 0.793256, train_avg_loss: 0.300532, validate_avg_loss: 0.526932, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 09:01:18 [logger.py -- write]68 : INFO - epoch: 70, lr: 0.000100, eval_train: 0.877333, eval_validate: 0.802288, train_avg_loss: 0.295849, validate_avg_loss: 0.534794, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 09:06:15 [logger.py -- write]68 : INFO - epoch: 71, lr: 0.000100, eval_train: 0.875958, eval_validate: 0.800883, train_avg_loss: 0.295680, validate_avg_loss: 0.517950, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 09:11:13 [logger.py -- write]68 : INFO - epoch: 72, lr: 0.000100, eval_train: 0.880174, eval_validate: 0.796267, train_avg_loss: 0.290687, validate_avg_loss: 0.524936, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 09:16:13 [logger.py -- write]68 : INFO - epoch: 73, lr: 0.000100, eval_train: 0.879440, eval_validate: 0.800482, train_avg_loss: 0.290281, validate_avg_loss: 0.525598, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 09:21:09 [logger.py -- write]68 : INFO - epoch: 74, lr: 0.000100, eval_train: 0.880479, eval_validate: 0.798073, train_avg_loss: 0.284593, validate_avg_loss: 0.542128, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 09:26:09 [logger.py -- write]68 : INFO - epoch: 75, lr: 0.000100, eval_train: 0.882373, eval_validate: 0.793657, train_avg_loss: 0.285334, validate_avg_loss: 0.558302, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 09:31:13 [logger.py -- write]68 : INFO - epoch: 76, lr: 0.000100, eval_train: 0.884389, eval_validate: 0.801485, train_avg_loss: 0.278649, validate_avg_loss: 0.533458, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 09:36:16 [logger.py -- write]68 : INFO - epoch: 77, lr: 0.000100, eval_train: 0.886802, eval_validate: 0.797672, train_avg_loss: 0.276153, validate_avg_loss: 0.522111, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 09:41:25 [logger.py -- write]68 : INFO - epoch: 78, lr: 0.000100, eval_train: 0.886344, eval_validate: 0.800482, train_avg_loss: 0.275551, validate_avg_loss: 0.537893, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 09:46:34 [logger.py -- write]68 : INFO - epoch: 79, lr: 0.000100, eval_train: 0.889887, eval_validate: 0.785026, train_avg_loss: 0.268964, validate_avg_loss: 0.555891, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 09:51:32 [logger.py -- write]68 : INFO - epoch: 80, lr: 0.000100, eval_train: 0.891261, eval_validate: 0.794460, train_avg_loss: 0.265736, validate_avg_loss: 0.558423, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 09:56:34 [logger.py -- write]68 : INFO - epoch: 81, lr: 0.000100, eval_train: 0.889887, eval_validate: 0.784625, train_avg_loss: 0.268543, validate_avg_loss: 0.589141, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 10:01:27 [logger.py -- write]68 : INFO - epoch: 82, lr: 0.000100, eval_train: 0.892422, eval_validate: 0.802890, train_avg_loss: 0.260676, validate_avg_loss: 0.582600, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 10:06:27 [logger.py -- write]68 : INFO - epoch: 83, lr: 0.000100, eval_train: 0.891292, eval_validate: 0.794460, train_avg_loss: 0.260522, validate_avg_loss: 0.593616, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 10:11:33 [logger.py -- write]68 : INFO - epoch: 84, lr: 0.000100, eval_train: 0.895202, eval_validate: 0.789843, train_avg_loss: 0.254888, validate_avg_loss: 0.563209, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 10:16:32 [logger.py -- write]68 : INFO - epoch: 85, lr: 0.000100, eval_train: 0.895904, eval_validate: 0.791048, train_avg_loss: 0.253566, validate_avg_loss: 0.581353, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 10:21:27 [logger.py -- write]68 : INFO - epoch: 86, lr: 0.000100, eval_train: 0.895996, eval_validate: 0.785628, train_avg_loss: 0.251427, validate_avg_loss: 0.609226, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 10:26:26 [logger.py -- write]68 : INFO - epoch: 87, lr: 0.000100, eval_train: 0.898378, eval_validate: 0.795263, train_avg_loss: 0.246967, validate_avg_loss: 0.607061, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 10:31:22 [logger.py -- write]68 : INFO - epoch: 88, lr: 0.000100, eval_train: 0.897645, eval_validate: 0.788840, train_avg_loss: 0.250369, validate_avg_loss: 0.613011, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 10:36:22 [logger.py -- write]68 : INFO - epoch: 89, lr: 0.000100, eval_train: 0.903051, eval_validate: 0.794861, train_avg_loss: 0.242764, validate_avg_loss: 0.606538, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 10:41:23 [logger.py -- write]68 : INFO - epoch: 90, lr: 0.000100, eval_train: 0.900638, eval_validate: 0.792854, train_avg_loss: 0.242593, validate_avg_loss: 0.597870, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 10:51:01 [logger.py -- write]68 : INFO - epoch: 1, lr: 0.000100, eval_train: 0.130269, eval_validate: 0.204938, train_avg_loss: 3.550382, validate_avg_loss: 3.017945, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 10:53:14 [logger.py -- write]68 : INFO - epoch: 1, lr: 0.000100, eval_train: 0.131072, eval_validate: 0.232838, train_avg_loss: 3.562627, validate_avg_loss: 2.970347, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 10:54:18 [logger.py -- write]68 : INFO - epoch: 2, lr: 0.000100, eval_train: 0.230229, eval_validate: 0.359293, train_avg_loss: 2.995917, validate_avg_loss: 2.309543, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 11:05:19 [logger.py -- write]68 : INFO - epoch: 1, lr: 0.000100, eval_train: 0.139502, eval_validate: 0.274589, train_avg_loss: 3.557198, validate_avg_loss: 2.772879, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 11:06:21 [logger.py -- write]68 : INFO - epoch: 2, lr: 0.000100, eval_train: 0.229827, eval_validate: 0.351666, train_avg_loss: 2.970423, validate_avg_loss: 2.315525, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 11:08:42 [logger.py -- write]68 : INFO - epoch: 1, lr: 0.000100, eval_train: 0.138097, eval_validate: 0.232838, train_avg_loss: 3.540736, validate_avg_loss: 3.006029, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
@2018-10-14 Sunday 11:09:42 [logger.py -- write]68 : INFO - epoch: 2, lr: 0.000100, eval_train: 0.231032, eval_validate: 0.326375, train_avg_loss: 2.999013, validate_avg_loss: 2.452361, gpu_index: 3, net: resnet50, save: /home1/sas/results_model/pytorch/model.pth
